Countryname,ISO,WEO Country Code,Indicator,Units,Frequency,y1962,y1963,y1964,y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010
Mongolia,MNG,948,Export Diversification Index,Index,Annual,5.98338,5.67454,5.50598,5.2335,5.49771,5.43293,5.4923,5.35995,4.57018,4.21764,4.58736,4.69757,4.21283,3.61149,3.37221,3.55427,4.59985,4.05077,3.9699,4.77734,4.41215,3.10616,4.31845,4.12193,4.32601,3.77385,3.72886,3.26605,2.91595,3.28757,3.35531,2.94294,3.39397,3.85361,3.96241,4.09059,3.88248,4.01396,4.15712,4.22083,4.22197,4.21209,4.27373,4.14492,4.56821,4.48755,4.30445,4.29538,4.49407
Mozambique,MOZ,688,Export Diversification Index,Index,Annual,3.59309,3.63306,3.46818,3.42011,3.18881,3.35675,3.35438,3.15832,3.14478,3.04512,3.23566,3.09687,3.13706,3.25879,3.31631,3.27155,3.34786,3.05315,3.26185,3.37283,3.26446,3.12187,3.11442,2.81347,3.13554,2.8407,2.8897,2.82061,2.75839,2.81009,3.12776,3.61508,3.54736,3.66303,3.7775,3.5249,3.79559,3.38146,3.21578,4.54507,4.57222,4.55534,4.93264,4.71388,4.89122,4.56856,3.93342,3.96728,4.13352
Mauritania,MRT,682,Export Diversification Index,Index,Annual,4.90152,5.60564,6.10427,6.0953,6.03851,5.99735,6.00376,5.93745,5.84091,5.67365,5.47415,5.38127,5.47498,5.52368,5.57522,5.53759,5.31522,5.74998,5.67849,4.85067,5.03801,4.86634,4.89186,4.92601,4.83005,4.50564,4.67888,4.86153,4.83255,4.95429,4.89518,4.86215,4.71793,4.66895,4.64621,4.74169,4.76976,4.7104,4.76089,4.69656,4.66117,4.57062,4.64831,4.79368,4.75359,4.57694,4.75536,4.63857,4.87725
Montserrat,MSR,351,Export Diversification Index,Index,Annual,,,,,,,,,5.05277,6.43775,3.87122,3.98266,3.55095,3.03677,3.10573,3.50239,3.87207,3.24162,2.68023,2.97143,3.76156,3.02454,2.93677,3.30219,3.43701,4.20936,3.85032,3.79378,2.8787,3.6028,3.65473,3.70592,4.66746,4.60575,5.15685,4.77067,3.58692,3.03477,3.21267,3.54159,3.2241,3.71945,3.27948,3.68594,2.97164,3.15692,3.77691,3.67951,3.81435
Mauritius,MUS,684,Export Diversification Index,Index,Annual,6.09433,5.92459,6.12637,5.82195,5.87693,5.97527,5.77842,5.61607,5.8469,5.18119,5.26894,4.74007,4.88617,5.33348,4.7633,4.30967,4.19285,4.08853,4.21729,4.21444,4.278,4.17181,3.92814,3.76785,3.79534,3.88422,3.84437,3.75886,3.74128,3.84129,3.90243,3.8979,3.88699,3.77138,3.80878,3.87658,3.89158,3.95597,3.86399,3.73877,3.70275,3.65653,3.41751,3.16501,3.22604,3.22634,3.11542,3.05453,3.02222
Malawi,MWI,676,Export Diversification Index,Index,Annual,,,,4.83608,4.61681,4.34354,4.20867,4.47929,4.20198,4.30949,4.29954,4.25417,4.25033,4.42358,4.72573,4.55586,4.82902,4.64437,4.47898,4.36116,4.64628,4.74708,4.89225,4.72652,4.72358,4.95308,4.71895,4.91041,4.78031,5.05786,5.22643,5.04238,4.82405,4.79826,4.47549,4.92999,4.69708,4.82055,4.8685,4.91412,4.96204,4.70828,4.50876,4.67892,4.68179,4.37375,4.43157,4.81542,4.42645
Malaysia,MYS,548,Export Diversification Index,Index,Annual,,,3.97418,3.94149,3.89265,3.84028,3.79168,4.03519,3.85655,3.71203,3.57238,3.75511,3.6132,3.38903,3.42357,3.38434,3.37778,3.46025,3.43787,3.36127,3.38388,3.29351,3.21659,3.10307,2.92947,2.90011,2.7435,2.63219,2.588,2.52623,2.48741,2.46233,2.51509,2.60586,2.62278,2.70091,2.73227,2.81609,2.98698,2.9368,2.96563,3.01108,2.96069,2.96227,2.92695,2.72694,2.66421,2.68369,2.73293
New Caledonia,NCL,839,Export Diversification Index,Index,Annual,5.5018,5.10433,5.36674,5.50122,5.50543,5.60099,5.66937,5.68509,5.6516,5.71062,5.45112,5.54562,5.55439,5.5432,5.58078,5.55254,5.35603,5.59489,5.47854,5.49448,5.36955,5.23014,5.4492,5.4746,5.30587,5.04245,5.57304,5.50474,5.20463,5.35263,5.21809,5.05289,5.12424,5.15445,5.28423,5.16392,4.7942,4.70191,5.24498,5.14818,4.65629,4.8773,5.08459,5.25115,5.22936,5.4619,5.17334,5.01027,5.18788
Niger,NER,692,Export Diversification Index,Index,Annual,5.43286,5.17627,5.17226,5.21831,5.31681,5.5728,5.45125,5.32603,5.16938,4.07519,4.31857,3.99572,4.19607,4.59864,4.7494,4.68986,5.17076,5.45421,5.96506,5.5625,6.11534,5.82048,5.64574,5.68542,5.40859,5.63248,6.1021,5.78934,5.45735,5.28596,5.94898,5.59988,5.18899,4.00271,4.52411,5.10946,5.18524,5.10419,5.04442,3.86678,3.57355,4.38266,3.80423,4.12971,4.9008,5.34056,3.47755,5.64471,5.37068
Nigeria,NGA,694,Export Diversification Index,Index,Annual,3.73827,3.74027,3.71362,3.89879,3.92334,4.05024,3.776,4.1717,4.65466,5.12996,5.50682,5.38797,5.9282,6.00941,6.04962,5.98153,5.91746,6.02977,6.15207,6.13258,6.21621,6.08976,6.10608,6.14782,6.1101,6.05648,5.88982,5.9778,5.98931,6.00349,6.07703,5.98492,5.89997,5.72404,5.93685,5.94163,5.78685,5.8333,6.0379,5.88211,5.76466,5.84153,5.96388,6.00521,5.99347,5.9371,5.85034,5.83494,5.78232
Nicaragua,NIC,278,Export Diversification Index,Index,Annual,4.43112,4.33435,4.4137,4.37827,4.07516,3.90645,3.69117,3.41102,3.0707,3.29184,3.33148,3.30606,3.28398,3.21981,3.40165,3.73185,3.48899,3.78201,3.76974,3.937,3.82655,4.06955,4.26167,4.23438,4.40845,4.36329,3.91163,3.60319,3.46183,3.4608,2.95037,3.25413,3.2132,3.30808,3.16484,3.04633,3.36908,3.35485,3.29747,3.1255,3.24065,3.24106,3.22373,3.28628,3.33924,3.22938,3.16262,3.21285,3.27738
Netherlands,NLD,138,Export Diversification Index,Index,Annual,1.13009,1.07727,1.03585,1.01548,0.990753,0.981679,0.984253,0.988346,1.01892,1.0558,1.05146,1.06091,1.1485,1.15259,1.18101,1.15158,1.14727,1.27672,1.30365,1.34099,1.34782,1.34154,1.32816,1.31648,1.16988,1.15663,1.14958,1.16161,1.17628,1.17314,1.15314,1.20996,1.1788,1.21965,1.27854,1.31576,1.34198,1.36923,1.54713,1.42292,1.38319,1.4407,1.45533,1.44343,1.44558,1.43997,1.46445,1.44222,1.44236
Norway,NOR,142,Export Diversification Index,Index,Annual,2.078,2.01288,2.0049,1.95941,1.94449,1.96444,2.06451,2.02053,1.98917,1.91565,1.84755,1.78985,1.82762,1.97431,1.96462,2.13244,2.3601,2.38776,2.76333,2.8801,2.95072,3.00121,3.07023,3.07824,2.76847,2.7794,2.60406,2.83884,2.98653,3.08293,3.08807,3.08065,3.0785,3.03484,3.26106,3.29293,2.86056,3.07536,3.71172,3.53128,3.5321,3.55861,3.67628,3.85692,3.80962,3.55578,3.67141,3.44608,3.46429
Nepal,NPL,558,Export Diversification Index,Index,Annual,4.88241,4.53549,3.52351,3.91898,3.45258,4.00579,3.23153,3.30173,3.22264,3.25399,3.41312,3.14497,3.48261,3.32384,3.41052,2.68501,2.92053,2.81354,2.84799,2.91755,3.25978,2.99471,2.9247,3.42595,3.1745,3.39838,3.75367,4.37081,4.07084,4.05349,4.01137,4.06445,4.02427,3.77908,3.41906,3.15918,3.17031,3.0721,3.07868,2.94496,2.67416,2.59713,2.54533,2.40283,2.35223,2.317,2.31468,2.38176,2.40112
New Zealand,NZL,196,Export Diversification Index,Index,Annual,4.18423,3.98788,3.91295,3.7921,3.76233,3.61641,3.48126,3.46394,3.31605,3.27842,3.26246,3.24683,3.03625,2.92917,2.83537,2.80823,2.80629,2.77645,2.70879,2.66756,2.64083,2.60154,2.43239,2.41232,2.38329,2.40105,2.38468,2.3443,2.29996,2.21847,2.20693,2.16816,2.09336,2.0985,2.12065,2.14518,2.14116,2.08686,2.07847,2.16386,2.14176,2.10305,2.0966,2.10482,2.11255,2.15205,2.24929,2.22364,2.27834
Oman,OMN,449,Export Diversification Index,Index,Annual,5.64508,5.75821,5.98832,5.75031,5.75671,5.78631,5.53028,5.99933,6.06692,6.23576,6.25468,6.14486,6.29186,6.12303,6.11806,6.18487,5.98541,5.93097,6.16215,6.24541,6.1604,5.99339,5.88768,5.90592,5.60345,5.61199,5.3815,5.85051,5.54049,5.76282,5.56609,5.40607,4.73276,4.80437,4.94022,4.92719,4.42339,5.36146,5.63754,5.39291,4.71616,5.11498,4.99825,5.334,4.99783,5.01372,4.89803,4.37765,4.59284
Pakistan,PAK,564,Export Diversification Index,Index,Annual,4.13959,3.95923,3.86705,3.87089,3.6991,3.74347,3.54102,3.44542,3.47959,3.39109,3.35719,3.24209,3.02323,3.14649,3.01757,2.82451,3.09723,3.0875,3.19984,3.15189,2.93222,2.8995,2.7724,3.01795,3.07379,3.13239,3.17846,3.24195,3.16138,3.30621,3.24711,3.23498,3.33644,3.29415,3.27477,3.29156,3.21265,3.22177,3.21401,3.14946,3.11928,3.13191,3.09953,3.06126,3.10782,3.09311,3.07547,3.02562,2.9896
Panama,PAN,283,Export Diversification Index,Index,Annual,3.50206,3.62207,3.39789,3.62731,3.51481,3.54432,3.40573,3.65558,3.49206,3.82313,3.38219,3.29206,3.19595,3.03126,3.25858,2.88339,2.84754,2.95553,2.68817,2.98602,2.93729,2.95549,3.16263,3.37194,3.11978,3.11899,3.35989,3.54274,3.41392,3.1256,2.94693,2.76449,3.22572,3.19202,3.41486,3.20763,2.64488,2.55725,2.52759,2.68067,2.81281,2.90844,2.76278,2.82869,2.8965,2.55366,2.8094,2.88348,2.67388
Peru,PER,293,Export Diversification Index,Index,Annual,3.7543,3.80761,3.63787,3.6997,3.80026,3.78561,3.76562,3.7667,3.76845,3.76841,3.68192,3.4271,3.40685,3.36916,3.30988,3.38406,3.15666,3.12403,3.33229,3.27699,3.16573,3.18308,3.12446,2.96915,3.01214,3.11259,3.18996,3.0789,3.07466,3.16361,3.18206,3.15842,3.11305,3.05243,3.01705,3.01581,2.74406,2.80912,2.93012,2.83193,2.86054,2.80495,2.88451,2.89823,3.09927,3.15952,2.97677,2.9379,3.03756
Philippines,PHL,566,Export Diversification Index,Index,Annual,3.98471,4.06964,3.85109,3.84081,3.87473,3.76943,3.71764,3.72756,3.68732,3.53261,3.45019,3.39103,3.42659,3.39129,2.99702,2.91007,2.75833,2.79736,2.72233,2.71825,2.69465,2.72733,2.82346,2.62199,2.62496,2.61254,2.59035,2.48309,2.50138,2.47204,2.50895,2.55517,2.63657,2.74529,2.96636,3.24754,3.40171,3.52087,3.70579,3.63071,3.70358,3.70144,3.69616,3.69569,3.64345,3.69328,3.44893,3.27331,3.42688
Papua New Guinea,PNG,853,Export Diversification Index,Index,Annual,4.99901,4.21812,4.32005,4.42752,3.86312,4.03837,4.07055,3.69177,3.93749,3.87757,3.23552,4.63756,4.29067,4.14246,4.0589,3.95754,3.94802,3.95027,4.05904,4.08935,3.96703,4.09499,3.69329,3.60428,3.85371,4.00112,4.25883,4.371,4.07634,3.95398,3.84951,4.27956,4.20849,4.01935,4.0922,4.01154,3.55064,3.86686,3.93621,3.73551,3.61619,3.62375,3.55525,3.81759,4.00548,3.91136,3.82012,3.74176,3.81121
Poland,POL,964,Export Diversification Index,Index,Annual,2.24921,2.25578,2.10642,1.99918,1.90508,1.92781,1.94725,2.00434,1.99384,2.10429,2.0715,2.04659,2.24146,2.46049,2.26764,2.17026,2.19231,2.14792,2.13142,1.94284,2.27922,2.22388,2.37065,2.1829,2.08435,1.96694,1.91695,1.78483,1.67589,1.74578,1.64428,1.76897,1.73879,1.68153,1.65179,1.59695,1.60673,1.62749,1.65784,1.68165,1.68052,1.68937,1.74005,1.64072,1.65344,1.69426,1.67314,1.719,1.66938
North Korea,PRK,954,Export Diversification Index,Index,Annual,3.70994,4.13944,4.10084,3.84353,3.5266,3.48873,3.41969,3.21174,3.19636,3.44789,3.28548,3.49363,3.17,3.34138,2.74774,2.48676,2.14767,2.05961,2.49542,1.92493,2.5985,2.56397,2.74009,2.20182,2.22843,2.33069,2.29474,2.23601,2.24699,2.16578,2.37591,2.27445,2.37123,2.29647,2.06403,2.0889,2.13539,2.05168,2.12375,2.12013,2.31646,2.45665,2.30866,1.90575,2.07986,2.1074,2.14603,2.19269,2.79168
Portugal,PRT,182,Export Diversification Index,Index,Annual,2.15772,2.14832,2.05541,2.0811,2.04612,1.99701,2.0153,1.9447,1.86092,1.85006,1.91897,1.92925,1.92648,1.90104,1.98648,2.01399,2.03703,1.97976,1.95151,1.93382,1.95759,1.96169,1.93484,2.02007,2.12942,2.22769,2.19746,2.17063,2.20507,2.22411,2.234,2.02389,2.146,2.08655,2.14969,2.12332,2.11802,2.10094,2.08826,2.06206,2.03724,2.01608,1.88305,1.81033,1.78411,1.65276,1.59839,1.62842,1.64592
Paraguay,PRY,288,Export Diversification Index,Index,Annual,3.60346,3.51713,3.40535,3.48056,3.50272,3.41144,3.3794,3.38176,3.18446,3.03306,3.17565,3.19999,2.85784,2.87754,3.19207,3.43362,3.58923,4.00514,3.60022,3.64605,3.74977,3.79602,3.74329,3.94835,3.73573,3.80577,4.03636,4.01065,3.89822,3.8529,3.5853,3.5198,3.25099,3.4188,3.47539,3.61893,3.61839,3.51564,3.48579,3.61292,3.59596,3.81665,3.65729,3.58631,3.28352,3.59424,3.70171,3.4391,3.86268
French Polynesia,PYF,887,Export Diversification Index,Index,Annual,5.99381,,5.01434,4.31065,3.3606,5.04061,4.58777,4.66746,5.22484,4.94917,5.11697,4.71074,4.60806,5.33724,4.73778,5.22497,5.11314,4.05278,4.85225,4.64303,4.66336,4.50737,4.94792,4.92216,4.62555,4.68565,4.50857,5.00557,4.77767,4.85783,5.12728,5.35146,5.71589,5.36947,5.51779,5.06437,5.28162,5.47072,5.5299,4.95725,5.02853,4.9331,5.07621,5.10378,5.13248,5.21799,5.00941,4.71285,4.97856
Qatar,QAT,453,Export Diversification Index,Index,Annual,6.31416,6.34609,6.31516,6.33624,6.33955,6.38569,6.37239,6.33306,6.38684,6.35899,6.36636,6.36865,6.09303,6.17738,6.13616,6.25419,6.27882,6.27975,6.24822,6.09504,6.04713,5.7712,5.81827,5.63456,5.40048,5.04959,5.12183,5.02693,4.95407,4.95656,4.94418,4.75601,4.77137,4.73673,4.8846,5.04283,4.70181,4.736,4.88406,4.72483,4.57008,4.57503,4.49351,4.78971,4.73916,4.77004,4.87414,4.6792,4.6671
Romania,ROU,968,Export Diversification Index,Index,Annual,3.12852,3.01329,2.95815,2.67543,2.37174,2.38909,2.23495,2.06506,1.92801,1.95855,1.9031,1.9523,2.13696,2.05872,2.07539,1.9518,2.02833,2.31325,2.40555,2.5014,2.28067,2.42666,2.6146,2.613,2.42922,2.40825,2.33003,2.08237,2.24431,2.13846,2.10342,2.1378,2.18172,2.18603,2.23078,2.20917,2.35632,2.39063,2.35467,2.41329,2.45972,2.39013,2.24661,2.16211,2.07481,2.01811,1.93155,2.03811,1.98666
Russian Federation,RUS,922,Export Diversification Index,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8034,2.64617,2.65033,2.48286,2.62161,2.65943,2.47969,2.68238,2.87879,2.82964,2.93699,2.96659,3.05032,3.28814,3.32707,3.26433,3.38159,3.40237,3.54276
Rwanda,RWA,714,Export Diversification Index,Index,Annual,,5.32159,4.83802,4.42988,4.3642,5.41993,5.15304,4.95476,5.00692,5.26893,5.274,5.07719,5.07208,5.08237,5.55381,5.19861,5.34171,5.25089,5.35209,5.2131,5.43964,5.56035,5.43268,5.36055,5.63143,5.5392,5.30223,5.27558,5.14124,5.27303,4.79743,4.92294,5.06164,5.03351,5.34802,4.5961,4.88042,4.82944,4.63095,4.75867,4.03809,4.8164,5.44212,4.31706,4.52558,4.18093,4.31246,4.07401,4.04213
Saudi Arabia,SAU,456,Export Diversification Index,Index,Annual,5.80965,5.96416,6.00843,6.10249,6.13627,6.06997,5.9875,6.00882,5.9637,6.05877,6.16502,6.15731,6.17446,6.22472,6.1087,6.14084,6.07154,6.08582,6.08876,6.11999,6.02561,5.91823,5.81831,5.43377,5.23736,4.9783,4.81622,5.02555,5.11172,5.45202,5.49733,5.30257,5.02043,4.91879,4.9227,5.02293,4.50422,4.82988,5.21594,5.15999,5.24776,5.16138,5.32569,5.34688,5.38833,5.27782,5.45753,5.47919,5.4098
Sudan,SDN,732,Export Diversification Index,Index,Annual,4.99771,4.67738,4.56109,4.37426,4.41677,4.60029,4.46846,4.50895,4.79361,4.84547,4.66615,4.54184,4.1105,4.47665,4.48317,4.24036,4.09618,4.25044,3.82409,3.61946,3.56544,3.71331,3.81161,3.88824,3.94884,4.18533,3.97827,4.15361,4.11043,4.15829,3.52561,3.61918,3.87349,3.62702,3.57634,3.48549,3.42677,3.26712,5.02933,5.22353,5.12968,5.27859,5.47725,5.76513,5.82857,5.9913,6.06394,6.04579,5.9794
Senegal,SEN,722,Export Diversification Index,Index,Annual,4.01979,3.73087,3.96184,3.95208,4.08009,3.94174,3.68053,3.27888,3.58569,3.4527,3.78987,3.35204,3.76814,3.76112,4.10784,3.77943,3.32931,3.68272,3.35135,3.18882,3.64389,3.90004,4.04028,3.62808,3.2545,3.19325,3.81818,3.23674,3.30066,3.40096,3.17023,3.05132,3.13542,3.57605,3.32215,3.24233,3.31736,3.275,3.21555,3.28145,3.18835,3.02846,3.00632,3.17119,2.75077,2.63782,2.89749,2.95999,2.97427
Singapore,SGP,576,Export Diversification Index,Index,Annual,2.77595,2.75001,2.78322,2.85817,3.02785,2.90163,2.78674,2.95327,2.59701,2.45155,2.36399,2.37797,2.56873,2.35241,2.46923,2.43546,2.39378,2.48415,2.53599,2.64054,2.69251,2.63166,2.46871,2.42566,2.32391,2.34269,2.3184,2.36202,2.42955,2.49982,2.50842,2.57655,2.67675,2.75533,2.87029,2.91766,2.92996,2.94756,3.03119,2.88445,2.89079,2.94858,2.95685,2.89603,2.88148,2.79415,2.61918,2.69866,2.71363
Solomon Islands,SLB,813,Export Diversification Index,Index,Annual,,,,,,,,,4.94246,4.18645,4.85046,4.66474,4.61433,4.1736,4.21582,4.24845,4.03168,4.21329,4.25663,4.41384,4.22537,4.19587,4.24053,3.88411,3.91816,3.81628,4.02651,4.17121,4.01084,4.02967,4.18007,4.59104,4.75985,4.61616,4.62785,4.52107,4.19974,4.43534,4.43585,4.31178,4.72039,4.68372,4.71471,4.90765,5.08529,4.92273,4.71952,4.87813,5.00173
Sierra Leone,SLE,724,Export Diversification Index,Index,Annual,4.70565,4.64644,4.3701,5.01586,4.91906,4.95,4.92323,5.03868,4.19781,4.19634,4.30317,4.50154,4.23981,3.8757,4.56448,4.52492,4.45673,4.32061,4.15466,3.90583,3.84207,3.7988,3.93372,3.97129,4.19013,4.29336,4.30425,4.2275,4.36437,4.51183,4.493,4.16775,4.02683,4.27797,4.06698,4.42546,4.18759,3.47412,3.53883,2.89499,2.90054,3.31948,3.60255,3.87052,3.36843,3.24541,3.09193,2.69516,3.31199
El Salvador,SLV,253,Export Diversification Index,Index,Annual,5.39467,4.39729,4.31878,4.27584,3.79384,3.65098,3.55923,3.74772,3.95977,3.72342,3.52972,3.70373,3.42721,3.46805,4.00584,4.48555,3.56354,3.92097,4.06456,3.95841,3.67071,3.85727,3.79613,4.14567,4.47935,3.8627,3.93611,3.43928,3.21289,3.04464,2.77964,2.91715,3.17955,3.31594,3.29466,3.43036,3.27296,3.45846,3.51638,3.58519,3.58915,3.59513,3.51277,3.46574,3.29452,3.06932,2.99291,3.05344,3.09051
Somalia,SOM,726,Export Diversification Index,Index,Annual,4.63598,5.24242,5.18468,5.31194,4.46846,4.97635,4.58995,4.48957,4.22967,4.05122,4.15478,4.02869,3.97977,4.1833,3.87193,3.93814,4.41733,4.32894,4.27332,4.72456,4.58627,4.74014,4.66167,4.70319,4.61156,4.33775,4.09057,4.41449,4.22238,4.5427,4.73063,5.03656,4.0925,4.67535,4.29441,3.93927,4.13024,4.45025,4.35014,3.3555,2.90193,3.07508,3.81007,4.05338,3.80048,3.12248,3.61915,4.55569,4.79626
Serbia,SRB,942,Export Diversification Index,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7031,2.08375,2.05004,1.95755,1.98973,1.90043,2.11158,1.68126,1.78253,1.74836,1.74952,1.89322,1.74685,1.83662,1.81903,1.71048,1.65738,1.6865,1.69748
Sao Tome and Principe,STP,716,Export Diversification Index,Index,Annual,4.35479,,,,,,,2.83293,4.56146,4.72928,5.19916,5.3179,4.92744,5.29329,5.29034,5.67183,5.60178,5.44451,5.70522,5.47462,5.13392,4.91452,5.09358,5.22709,5.31503,5.29536,4.72444,5.00069,5.27705,5.12184,4.3437,4.41523,4.14468,3.89913,4.29362,3.86746,3.88638,3.5466,3.83798,3.51309,3.4676,3.92846,3.20504,3.6224,3.8631,3.4223,4.11448,3.91703,3.54336
Suriname,SUR,366,Export Diversification Index,Index,Annual,5.14937,4.98966,5.27617,4.79166,4.12581,4.34461,4.25389,4.32511,4.42148,4.44753,4.40321,4.344,4.172,4.28945,4.24971,4.26159,4.30363,4.19386,4.34942,4.28532,4.28885,4.24248,4.35229,4.28845,4.00223,4.30083,4.93167,5.05585,5.2138,5.05955,4.81189,4.61824,4.42623,4.56896,4.33203,4.36095,4.54826,4.42905,4.62228,4.89326,4.76946,4.80392,5.03998,5.122,4.99442,5.00193,5.00716,4.34531,4.31138
Slovak Republic,SVK,936,Export Diversification Index,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39552,1.44589,1.51123,1.56455,1.61527,1.88603,1.94999,1.95129,1.91891,2.00023,2.32079,2.2495,2.03239,2.07809,2.25874,2.21243,2.26371,2.33081
Slovenia,SVN,961,Export Diversification Index,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65548,1.69323,1.7527,1.72956,1.76902,1.79769,1.83151,1.858,1.82775,1.79247,1.83872,1.83159,1.88106,1.83944,1.83847,1.96633,1.8956,1.95159,1.93701
Sweden,SWE,144,Export Diversification Index,Index,Annual,1.86483,1.90417,1.85106,1.83272,1.7403,1.71692,1.69473,1.69411,1.66848,1.65934,1.6455,1.65241,1.66349,1.60691,1.63258,1.59591,1.59055,1.59547,1.56733,1.59494,1.60997,1.6239,1.65083,1.65244,1.65682,1.694,1.68409,1.68734,1.70086,1.73205,1.74249,1.75669,1.79715,1.82372,1.83781,1.86639,1.94011,2.02994,2.07874,1.8847,1.83923,1.87442,1.88651,1.87271,1.86461,1.78018,1.72278,1.6765,1.68204
Seychelles,SYC,718,Export Diversification Index,Index,Annual,,,,,,6.2186,,6.2186,5.16503,5.20325,5.03505,4.62538,5.21879,5.06185,3.93599,3.81825,3.79687,3.71129,3.8101,4.03906,3.59093,4.66075,4.66711,4.13344,4.4336,4.66171,5.45823,5.28814,4.9574,4.97728,5.12658,4.21551,4.99873,4.27571,4.35545,4.50599,4.7502,4.9669,5.0471,4.87838,4.9226,4.92302,4.52637,4.42733,4.65024,4.59261,4.57213,4.77759,4.5365
Syrian Arab Republic,SYR,463,Export Diversification Index,Index,Annual,4.76156,4.67327,4.6499,4.5636,4.46699,3.70628,3.5881,3.56216,4.12821,4.591,3.92306,4.07114,4.45985,4.51499,3.57995,3.57253,4.37804,4.50957,4.62569,4.5315,4.44196,4.35466,4.44524,4.59954,3.70387,4.02883,4.01353,3.53908,3.82693,4.79488,4.35746,4.95081,4.7156,4.05969,4.63709,4.39828,4.02008,4.27616,4.72738,4.76567,4.60293,4.39834,3.83661,3.9205,3.70141,3.63018,3.47785,3.7854,3.96308
Chad,TCD,628,Export Diversification Index,Index,Annual,5.35521,5.4486,5.42579,5.61684,5.57013,5.46818,5.46419,5.13015,5.22075,5.04652,4.73796,4.51703,4.92849,4.88689,5.45445,5.40544,5.01406,5.25219,5.49826,5.79821,5.48358,5.00839,5.92713,5.64067,5.54602,5.08492,5.44602,5.3951,5.37416,5.67797,5.58883,5.21318,5.11852,5.24827,5.24701,5.33203,5.30525,5.25886,5.08227,5.09921,4.98207,4.83434,5.65782,5.71947,5.84966,5.91909,5.9848,5.87636,5.55538
Togo,TGO,742,Export Diversification Index,Index,Annual,3.82183,4.14001,4.55292,4.6242,4.77197,4.65082,4.57731,4.59359,4.65736,4.55119,4.76032,4.69557,5.2455,5.04883,4.81983,4.77492,4.34709,4.73591,4.32028,4.46334,4.58154,4.40799,4.78673,4.63665,4.33329,4.13268,4.22217,4.24528,4.20442,4.18126,4.35958,4.36637,4.08641,3.78706,4.10877,3.93898,4.01148,3.66413,3.47891,2.95368,2.79662,3.02122,2.91485,2.73946,2.95055,3.2368,3.85663,3.65408,3.48854
Thailand,THA,578,Export Diversification Index,Index,Annual,3.88474,3.86444,3.8316,3.55584,3.5444,3.57321,3.5579,3.36502,3.24763,3.19921,3.00385,2.78893,3.04711,3.00379,2.96867,2.95388,2.81692,2.76977,2.73614,2.78128,2.73669,2.61236,2.5689,2.43964,2.38786,2.35507,2.27838,2.19203,2.08795,2.06533,2.04881,2.01403,2.05677,2.07937,2.07737,2.0677,2.06886,2.04112,2.05977,2.0041,1.98544,1.99386,2.02111,2.05536,2.05423,1.99088,1.99978,2.01195,2.02619
Tajikistan,TJK,923,Export Diversification Index,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07436,4.61818,4.9323,4.3891,3.85746,3.62739,3.61691,3.82691,3.96924,4.07444,4.19652,4.41614,4.2683,4.5122,4.68609,4.70567,4.158,4.20726,4.21303
Turkmenistan,TKM,925,Export Diversification Index,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87925,5.38216,5.51019,4.69684,5.39174,5.0916,3.28779,4.18768,4.78901,5.38179,5.30321,5.3717,5.29467,5.3258,5.29588,5.48426,5.25985,4.21193,4.18874
Tonga,TON,866,Export Diversification Index,Index,Annual,,,,,,,,,4.65703,3.6252,4.24037,4.45111,4.80105,4.39962,4.34533,4.37389,4.05054,3.16311,3.7563,3.53513,3.09664,3.39903,3.86432,3.54575,3.4365,3.48352,2.98394,3.04716,3.44523,4.21827,3.82072,4.21749,3.97394,3.90213,4.11045,4.16732,3.6881,3.93968,3.81548,4.12255,3.81222,3.55343,3.68275,3.62777,3.54519,3.52182,3.14784,3.16689,3.14841
Trinidad and Tobago,TTO,369,Export Diversification Index,Index,Annual,4.4471,4.22054,4.22992,4.21289,4.17232,4.06632,4.00009,3.94691,3.85785,3.76129,3.84188,4.03384,4.43063,4.37365,4.50045,4.52914,4.50592,4.48857,4.58429,4.60089,4.53009,4.51561,4.51862,4.4761,4.09971,3.94628,3.58413,3.52917,3.65478,3.51594,3.48774,3.21972,3.25068,3.11482,3.03564,3.04272,2.95856,3.16329,3.31144,3.26217,3.33971,3.80584,4.10915,4.23499,4.26866,4.27416,4.35753,4.43363,4.26659
