Countryname,ISO,WEO Country Code,Indicator,Units,Frequency,y1962,y1963,y1964,y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010
Tunisia,TUN,744,Export Diversification Index,Index,Annual,3.79986,3.71631,3.55571,3.57672,3.2614,3.42906,3.39802,3.08989,3.15746,3.5375,3.64522,3.16902,3.96631,3.83216,3.76017,3.6486,3.60553,3.77784,3.95063,3.70292,3.54129,3.51882,3.48408,3.43521,3.30918,3.21829,3.01556,3.08455,3.09486,3.24069,3.2106,3.21393,3.23866,3.25768,3.21772,3.32727,3.35407,3.28969,3.23546,3.16965,3.12646,3.1548,3.0421,2.84078,2.74501,2.76346,2.72476,2.62212,2.62968
Turkey,TUR,186,Export Diversification Index,Index,Annual,3.56727,3.55276,3.50044,3.51988,3.71837,3.77029,3.76273,3.47462,3.41036,3.31746,3.17494,3.01226,2.86472,2.96187,3.1622,2.90974,3.09732,2.94275,2.80279,2.43894,2.04571,1.99817,1.96482,1.9404,2.07026,2.07259,1.94807,1.97969,2.11573,2.09393,2.16791,2.15891,2.07178,2.06004,2.0216,2.00005,2.05139,2.03711,2.07473,2.0305,2.085,2.06904,2.03819,1.98752,1.94948,1.8996,1.86029,1.76879,1.75734
Tanzania,TZA,738,Export Diversification Index,Index,Annual,,,,3.78312,3.76757,3.45694,3.60031,3.54139,3.58238,3.50816,3.77382,3.65914,3.54448,3.58554,3.59403,3.89541,3.8174,3.52829,3.4067,3.77795,3.8955,3.86993,3.95349,3.80018,4.10573,3.76101,3.46584,3.47575,3.22315,3.01259,3.3482,3.17819,3.16157,3.30661,3.28061,3.23485,3.14307,3.08732,3.13194,3.08404,2.98026,2.7482,2.63854,2.66479,2.60292,2.53849,2.33512,2.54402,2.55816
Uganda,UGA,746,Export Diversification Index,Index,Annual,4.90353,4.76742,5.11086,5.1178,5.08496,5.1213,5.20992,5.02599,5.124,5.17112,5.19168,5.14355,5.36186,5.31881,5.50445,5.88819,5.481,6.08347,6.11174,5.93983,6.08454,6.05091,5.78647,5.64378,6.04851,6.02254,5.9051,5.70576,5.21942,5.26515,4.7903,4.39358,5.23629,5.09215,4.81163,4.82771,4.65546,4.73057,3.93903,3.51645,3.43706,3.16099,3.05414,3.09786,3.00348,2.51362,2.73231,2.63863,2.34408
Ukraine,UKR,926,Export Diversification Index,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53479,2.51428,2.40484,2.29929,1.59812,1.70345,1.75404,1.82036,1.86692,1.79791,1.86084,1.7966,1.91783,1.89247,1.91313,1.84731,2.00867,1.88177,1.90371
Uruguay,URY,298,Export Diversification Index,Index,Annual,3.76509,3.87197,3.80359,3.86558,3.55157,3.72791,3.75806,3.53804,3.30636,3.34792,3.84404,3.64183,3.16474,2.90754,2.64426,2.54651,2.5499,2.38224,2.45115,2.6639,2.76682,2.6553,2.59126,2.54975,2.51691,2.50433,2.50462,2.36575,2.44211,2.35535,2.17473,2.20642,2.25992,2.0588,2.18058,2.20585,2.14297,2.17092,2.30194,2.23832,2.36155,2.41604,2.37722,2.23174,2.43539,2.25364,2.41232,2.47874,2.49562
United States,USA,111,Export Diversification Index,Index,Annual,1.38257,1.30279,1.26128,1.25224,1.29602,1.3114,1.36164,1.33672,1.3269,1.36288,1.35682,1.4192,1.38197,1.44392,1.40484,1.36894,1.36548,1.34439,1.31169,1.33217,1.35601,1.39295,1.44398,1.45975,1.46488,1.44295,1.43024,1.41439,1.43155,1.44406,1.42785,1.44047,1.47741,1.47411,1.49876,1.51676,1.53635,1.59419,1.64427,1.60359,1.61112,1.57441,1.56956,1.54216,1.55146,1.50682,1.49503,1.52572,1.48419
Uzbekistan,UZB,927,Export Diversification Index,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47805,5.45855,5.52811,4.8626,4.08433,4.02808,3.8947,3.99216,3.51366,3.60271,3.46252,3.50226,3.42897,3.44177,3.49554,3.37236,3.56813,3.57719,3.20069
St. Vincent and the Grenadines,VCT,364,Export Diversification Index,Index,Annual,,,,,,,,,4.87786,4.35309,4.47745,4.21765,4.27209,4.01077,3.41685,3.53356,3.71768,3.96966,4.24292,4.19886,4.12168,4.08896,4.49206,4.64383,4.47697,4.33217,4.07251,4.09602,4.30246,4.2274,4.25826,3.87165,3.82083,3.76462,3.576,3.4786,3.27177,3.92708,3.25992,4.17219,4.09688,4.12547,5.14822,4.75764,4.92304,4.78997,5.10529,4.1332,4.2675
Venezuela,VEN,299,Export Diversification Index,Index,Annual,4.87927,5.12337,5.16825,5.11299,5.12788,5.11046,5.13555,5.12013,5.01772,5.06987,4.98061,5.0142,5.20688,5.1678,5.1128,5.14927,5.07743,5.02331,5.05225,5.2287,5.062,4.89201,4.79369,4.49228,4.20536,4.44453,4.12108,4.12428,4.20698,4.2289,4.27159,3.93049,3.73211,3.89808,4.05605,3.99546,3.75006,4.03141,4.74924,4.56655,4.59746,4.62565,4.74811,4.93154,5.11847,5.16889,5.45964,5.59074,5.67904
Brit. Virgin Is.,VGB,371,Export Diversification Index,Index,Annual,,,4.90367,,,,,6.25958,3.53514,5.40376,6.23387,4.51993,3.98868,2.68286,1.862,4.59076,5.33694,4.66839,4.56985,4.43438,3.43395,5.70037,5.23477,4.90917,3.98238,3.6609,4.20638,3.93109,3.24471,4.71914,2.89141,3.29565,3.5715,3.43362,3.65819,3.46991,3.50818,3.79742,3.40905,3.18448,3.1271,3.73654,3.77182,3.62713,3.20758,3.1541,3.38201,3.34187,3.61634
Vietnam,VNM,582,Export Diversification Index,Index,Annual,,,,,,,,,,,,,,3.35379,3.70953,3.85917,3.66547,3.67703,3.71533,3.54286,3.4912,3.50001,3.50438,3.43662,3.80225,3.56102,3.74257,3.49284,3.51226,3.31452,3.34105,3.26005,3.17583,3.13816,3.05346,3.03443,3.01899,3.05993,3.13085,3.04645,2.97332,2.99782,2.95312,2.96032,2.82375,2.70306,2.65481,2.54368,2.41851
Samoa,WSM,862,Export Diversification Index,Index,Annual,5.39601,5.09428,5.02802,4.87338,4.31714,4.12101,4.46642,3.98038,4.34767,3.75121,3.63305,3.86279,4.5447,4.02238,3.70854,4.33483,3.77283,4.08369,3.82759,3.25625,2.80414,3.40731,3.88461,3.84462,3.39868,3.94541,3.38918,3.21302,3.23428,3.48359,4.91867,5.22332,5.48359,5.2139,4.5371,4.4574,4.45489,4.63328,4.71537,4.82186,4.17091,3.28802,2.94916,3.45109,4.35658,4.66708,4.28446,3.18407,3.42981
Yemen,YEM,474,Export Diversification Index,Index,Annual,4.75996,4.87056,4.94974,4.97322,4.32281,4.7936,4.40927,4.04721,3.18001,3.38552,3.31425,2.926,3.00792,3.48705,3.26188,3.0055,3.50543,3.09249,2.68243,3.96804,3.73864,2.50533,3.86953,3.60315,2.79597,2.62978,5.52636,5.70164,5.59166,5.42444,5.11254,4.71862,5.64329,5.51121,5.50686,5.63969,5.32936,5.69591,5.82087,5.63508,5.67817,5.61988,5.73263,5.79552,5.84778,5.80462,5.89083,5.52753,5.49337
South Africa,ZAF,199,Export Diversification Index,Index,Annual,2.74139,2.55388,2.51599,2.59135,2.4933,2.50897,2.73109,2.64351,2.20536,2.20992,2.27449,2.19363,2.23572,2.35574,2.35207,2.40221,2.30171,2.24677,2.38806,2.38813,2.34223,2.31605,2.31218,2.23597,2.17924,2.28023,2.34445,2.40553,2.30674,2.22098,2.01121,1.90268,1.8303,1.82262,1.78428,1.81111,1.79848,1.79727,1.87781,1.9386,1.81073,1.83433,1.90292,1.99375,2.08345,2.1513,2.26706,2.12762,2.23066
Zambia,ZMB,754,Export Diversification Index,Index,Annual,,,,5.44412,5.40689,5.41847,5.91628,5.8084,5.6347,5.46104,5.42876,5.37994,5.65363,5.44083,5.52999,5.34398,5.14283,5.34821,5.55991,5.46215,5.68984,5.47859,5.34191,5.28846,5.27994,5.46228,5.50672,5.68581,5.58702,5.47543,5.30185,5.15479,5.01164,5.04833,4.69451,4.43909,3.75336,3.77381,3.76747,3.9747,3.84678,3.78836,4.02509,4.23705,4.64128,4.46857,4.44514,4.44837,4.64436
Zimbabwe,ZWE,698,Export Diversification Index,Index,Annual,,,,4.2808,2.72075,2.69597,2.4453,2.3233,3.04702,3.34405,2.4637,3.01949,2.82069,3.44837,3.80069,4.01879,4.02629,4.14278,3.92381,3.9384,3.84202,3.66666,3.40144,3.23012,2.96593,3.51807,3.40991,3.52703,2.88558,3.04518,2.94531,2.6948,2.78642,2.73534,2.89328,3.13757,3.07975,3.10344,2.98887,3.10216,3.05306,2.95562,2.96354,2.87768,3.18798,3.25696,3.26918,3.05016,3.15438
Aruba,ABW,314,Extensive Margin,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85783,0.094512,0.17644,0.117249,0.174188,0.181884,0.158288,0.175552,0.183396,0.17388,0.1712,0.159871,0.162346,0.180143,0.117127,0.204113,0.222877,0.071555,0.189617,0.172111,0.170306,0.164875,0.164875
Andorra,ADO,171,Extensive Margin,Index,Annual,3.60454,,0.131476,0.131476,0.059422,0.156593,0.131476,3.44982,2.08695,0.028801,0.090075,0.124747,0.045456,0.108355,0.117089,0.11965,0.124812,0.112699,0.141762,0.101895,0.119807,0.12501,0.069676,0.126507,0.116799,0.097855,0.093075,0.108006,0.136791,0.085329,0.092758,0.109579,0.116654,0.112241,0.092874,0.102893,0.071828,0.089717,0.082225,0.105788,0.103922,0.098939,0.093025,0.089612,0.099797,0.071453,0.018155,0.015102,0.036394
Afghanistan,AFG,512,Extensive Margin,Index,Annual,2.3947,2.36809,2.3677,2.34359,2.35135,2.06647,1.78461,1.55965,1.29014,1.32836,1.02963,1.33655,1.18904,0.817737,1.27482,1.96766,1.85848,1.52131,1.92646,1.33976,1.80454,2.19861,2.11016,2.10583,2.08795,2.06228,2.0712,2.07005,2.05237,1.90434,1.86766,1.40363,1.80967,1.27521,0.649581,0.851477,0.796986,1.11131,1.3152,0.982867,1.13505,0.533241,1.22785,0.978748,1.49548,0.963388,0.859207,0.071034,0.900815
Angola,AGO,614,Extensive Margin,Index,Annual,1.14948,0.964951,0.721873,0.636069,0.518157,0.558826,0.686715,0.466593,0.285328,0.292048,0.24514,0.257583,0.107272,0.031438,0.032239,0.070859,0.064875,0.140442,0.245004,0.311592,0.395124,0.411253,0.414719,0.441111,0.406882,0.434042,0.43954,0.4453,0.47218,0.453844,0.455615,0.468603,0.44072,0.445306,0.459008,0.444887,0.444854,0.471529,0.501943,0.491742,0.5119,0.491971,0.497367,0.491019,0.480218,0.447245,0.481449,0.465947,0.469166
Anguilla,AIA,312,Extensive Margin,Index,Annual,,,,,,,,,,,,,,,,,,,,1.7531,0.409473,0.409473,1.10748,0.409473,0.411024,0.402827,0.243433,0.234672,0.378089,0.263779,0.412748,0.402702,0.395591,0.398046,0.415963,0.325952,0.344369,0.411186,0.395539,0.422335,0.387756,0.414056,0.395034,0.410867,0.412242,0.420864,0.397429,0.409473,0.409473
Albania,ALB,914,Extensive Margin,Index,Annual,2.85423,1.52316,0.307458,0.585503,0.362876,0.35729,0.290727,0.098267,0.120725,0.32385,0.093723,0.149257,0.094639,0.234047,0.039272,0.095755,0.052683,0.336815,0.002996,-0.010678,-0.012827,-0.016454,-0.004961,0.054571,-0.007251,0.002032,-0.002354,0.035137,-0.002938,0.237101,0.000982,-0.000857,0.007323,0.018247,0.023109,0.02314,0.038643,0.063738,0.052846,0.090943,0.065514,0.057496,0.054188,0.017515,0.031607,0.025946,0.002862,0.016034,-0.009364
United Arab Emirates,ARE,466,Extensive Margin,Index,Annual,6.43775,-0.03014,,0.012883,,3.99245,0.119571,-0.038343,2.40276,0.030042,0.06178,0.080278,0.091075,0.059053,0.037303,0.019156,0.022461,0.027565,0.032079,0.033221,0.020884,0.030683,0.024124,0.025566,0.030796,0.063985,0.025603,0.027504,0.020961,0.024255,0.027124,0.035607,0.024259,0.030804,0.030693,0.019328,0.01935,0.022554,0.016105,0.01283,0.016078,0.017726,0.01771,0.012844,0.014487,0.016086,0.012852,0.01286,0.012856
Argentina,ARG,213,Extensive Margin,Index,Annual,0.385663,0.383226,0.38056,0.382341,0.379363,0.377434,0.375005,0.370629,0.363342,0.368647,0.356899,0.349519,0.344378,0.354627,0.340932,0.343042,0.348425,0.350203,0.341006,0.326001,0.31392,0.335713,0.326486,0.334393,0.307628,0.297048,0.281472,0.255275,0.265222,0.296708,0.312118,0.310472,0.283117,0.284814,0.306677,0.313709,0.313633,0.308728,0.293285,0.300957,0.289759,0.30133,0.295241,0.295389,0.297841,0.316123,0.318653,0.307316,0.31253
Armenia,ARM,911,Extensive Margin,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90095,0.148581,0.190109,0.095902,0.148684,0.19757,0.188392,0.174191,0.186914,0.192518,0.17575,0.181643,0.191028,0.208702,0.218663,0.202839,0.176082,0.168655,0.168655
Antigua and Barbuda,ATG,311,Extensive Margin,Index,Annual,,,,0.136966,,,0.136966,,0.060037,2.14656,0.09055,0.079199,0.124676,0.145061,0.081879,0.087862,0.138509,0.124331,0.133925,0.075018,0.131514,0.138293,0.130724,0.14054,0.086178,0.074366,0.417128,0.101503,0.131181,0.075326,0.328037,0.148226,0.158998,0.13826,0.145371,0.153022,0.136254,0.175262,0.165465,0.151166,0.156603,0.149218,0.147038,0.156767,0.157496,0.152484,0.142276,0.136966,0.136966
Australia,AUS,193,Extensive Margin,Index,Annual,0.211215,0.209183,0.207275,0.205748,0.203369,0.1972,0.186718,0.18966,0.18158,0.179871,0.178537,0.182236,0.173036,0.163285,0.161143,0.158103,0.155332,0.154233,0.142849,0.146858,0.148031,0.149105,0.156598,0.152414,0.165257,0.170126,0.160523,0.161291,0.15157,0.14398,0.143911,0.146299,0.142443,0.131794,0.132717,0.131318,0.135144,0.136174,0.120031,0.125311,0.127587,0.116265,0.112827,0.110362,0.096196,0.081056,0.105726,0.105686,0.100875
Austria,AUT,122,Extensive Margin,Index,Annual,0.138802,0.137963,0.133997,0.13269,0.136158,0.133609,0.128882,0.131971,0.133474,0.132592,0.133344,0.132708,0.132494,0.13408,0.114495,0.1139,0.118833,0.11976,0.117449,0.116509,0.11621,0.11451,0.118869,0.118251,0.117901,0.115958,0.122115,0.123,0.125284,0.123058,0.12498,0.123757,0.123933,0.118314,0.127112,0.129218,0.126278,0.125629,0.129503,0.126268,0.12355,0.125483,0.125312,0.126833,0.125864,0.127721,0.124288,0.118538,0.122494
Azerbaijan,AZE,912,Extensive Margin,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9107,0.039669,0.058587,0.16278,0.076371,0.139884,0.117469,0.141864,0.142651,0.122364,0.119864,0.144117,0.149532,0.136875,0.131426,0.129256,0.120584,0.115186,0.115186
Burundi,BDI,618,Extensive Margin,Index,Annual,3.07046,2.83245,3.00894,1.66198,2.78113,2.19394,1.85688,2.27295,2.6645,2.63025,2.73424,2.33978,2.60597,2.21136,2.29337,2.15175,1.80495,1.97594,2.27953,1.83821,1.62206,1.97133,2.61479,2.77526,2.82622,2.58408,2.69586,2.65153,2.36181,2.59227,2.45213,1.8978,2.1619,2.67293,1.95859,2.7882,2.46899,2.65998,2.39484,1.58904,1.06748,2.10945,1.42485,2.34311,0.898054,1.46518,1.39052,1.94716,1.45482
Belgium,BEL,124,Extensive Margin,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05087,0.039157,0.039157,0.039157,0.040822,0.039157,0.039157,0.039157,0.040781,0.039157,0.039157,0.039157
Benin,BEN,638,Extensive Margin,Index,Annual,1.65863,1.57538,1.56789,0.924369,0.4081,0.523292,0.500136,0.221398,0.305964,0.225336,0.382711,0.159378,0.306013,0.285097,0.20761,0.063394,0.034631,0.064929,0.042724,0.048572,0.021821,0.821601,0.034158,0.033844,0.044346,0.225962,0.124259,1.04838,0.436893,0.672127,0.648424,0.688185,0.980141,1.13826,1.04159,1.27659,1.28818,1.28093,0.629021,0.952263,0.688613,0.908653,0.90313,0.621632,0.413419,0.065737,0.507766,0.76881,0.254755
Burkina Faso,BFA,748,Extensive Margin,Index,Annual,2.05573,1.98306,1.93982,1.89668,1.87829,1.71613,1.67846,1.75926,1.64974,1.65492,1.36344,1.27451,1.39244,1.31923,1.56529,1.53892,1.32654,1.03081,1.49289,1.52122,1.37194,1.41501,1.30553,0.844461,0.679913,1.11219,1.43892,1.28714,1.27262,1.60498,1.65328,1.38864,1.14987,1.1949,0.74341,1.44526,1.10884,1.07827,0.620241,0.744411,0.510415,1.04051,1.18885,1.3956,1.40116,1.38268,1.41165,1.26299,0.885848
Bangladesh,BGD,513,Extensive Margin,Index,Annual,,,,,,,,,,,2.83677,0.12862,0.088882,0.080697,0.066133,0.1061,0.079209,0.081386,0.0811,0.088229,0.072964,0.079465,0.083302,0.079562,0.074717,0.077515,0.089317,0.08472,0.089653,0.084833,0.057859,0.083336,0.085872,0.102447,0.081614,0.079874,0.081417,0.092047,0.088577,0.084932,0.085095,0.095594,0.085079,0.093663,0.088487,0.086815,0.083234,0.069564,0.069564
Bulgaria,BGR,918,Extensive Margin,Index,Annual,0.93242,0.824478,0.795332,0.750521,0.715639,0.602227,0.507833,0.540682,0.471066,0.353397,0.37623,0.35943,0.322956,0.256128,0.258033,0.30518,0.335999,0.238692,0.139631,0.152659,0.108343,0.081114,0.046728,0.037724,0.040522,0.08073,0.169344,0.182219,0.241935,0.259774,0.251576,0.190328,0.200294,0.224478,0.23456,0.215006,0.24436,0.276274,0.274672,0.238403,0.235096,0.26973,0.215278,0.194932,0.199245,0.191609,0.210331,0.272084,0.236015
Bahrain,BHR,419,Extensive Margin,Index,Annual,2.67655,2.62563,2.60617,2.61206,2.5379,2.60134,2.09659,1.83986,2.0921,2.19198,1.76742,1.24993,1.82758,1.5186,1.40484,1.43882,1.75301,1.82536,1.95015,2.15526,1.63449,1.04159,1.06591,1.1794,0.64747,0.754511,0.274981,0.365629,0.479064,0.759434,0.343928,0.251113,0.009795,-0.012741,0.088995,0.063741,0.019936,0.10915,0.018001,0.012479,-0.022605,-0.01112,0.000174,-0.014224,-0.026178,-0.029861,-0.021886,-0.029103,-0.030829
"Bahamas, The",BHS,313,Extensive Margin,Index,Annual,2.23306,1.9701,1.85104,1.11996,1.02239,1.13363,0.748989,0.159464,0.158199,0.08242,0.105467,0.348465,0.038703,0.050632,0.038503,0.080768,0.208063,0.425116,0.3217,0.283248,0.056362,0.123869,0.192835,0.108913,0.161009,0.133905,0.745354,0.267051,0.228942,0.085139,0.090659,0.283042,0.425339,0.795528,0.593885,1.00518,0.559983,0.741876,0.685184,0.982457,0.999358,0.598903,1.16764,1.37259,1.306,0.866108,0.619227,0.783257,0.64068
Bosnia and Herzegovina,BIH,963,Extensive Margin,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.889748,0.099551,0.090362,0.129182,0.175463,0.072051,0.108182,0.104818,0.114153,0.102446,0.093866,0.104332,0.098138,0.100812,0.099021,0.096954,0.093868,0.090362,0.090362
Belarus,BLR,913,Extensive Margin,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57968,0.15101,0.176591,0.10949,0.098549,0.093737,0.093828,0.092107,0.093705,0.09537,0.097364,0.104923,0.088612,0.092574,0.093778,0.095621,0.093752,0.085122,0.085122
Belize,BLZ,339,Extensive Margin,Index,Annual,5.33914,5.04962,0.116983,,0.116983,0.116983,0.116983,1.9427,2.2355,0.08754,0.131576,0.119462,0.118849,0.0969,0.070055,0.096188,0.124726,0.128694,0.120405,0.118757,0.116983,0.101562,0.116491,0.122251,0.114787,0.127247,0.142687,0.100773,0.127577,0.124044,0.116539,0.130299,0.113875,0.148989,0.144251,0.133753,0.141505,0.049552,0.123346,0.086512,0.135133,0.130261,0.145599,0.122551,0.028472,0.147732,0.151882,0.116654,0.116928
Bermuda,BMU,319,Extensive Margin,Index,Annual,1.80302,1.19603,1.59132,1.10801,1.32632,1.30189,1.36073,1.32797,1.05229,0.765885,0.364211,0.143074,0.051126,0.127294,0.102298,0.064949,0.301705,0.131046,0.132441,0.161993,0.232036,0.109669,0.233444,1.04229,0.23066,0.289218,0.294156,0.217028,0.289924,0.188711,0.283293,0.104944,0.541127,1.25803,1.54381,1.35332,1.01765,0.949717,1.19147,1.17398,0.890803,1.49638,1.26392,1.65727,1.0299,1.05022,1.36448,0.088883,1.38784
Bolivia,BOL,218,Extensive Margin,Index,Annual,2.13369,2.08223,2.04678,2.02179,2.02476,2.03179,2.04152,1.96131,1.93388,1.43899,1.3718,1.18088,1.21426,0.910569,0.791588,0.857371,0.546703,0.725831,0.424035,0.218345,0.103675,0.180232,0.092556,0.014132,0.025471,0.01551,0.116782,0.147877,0.101182,0.041611,0.081279,0.07137,0.033099,0.042623,0.021349,0.026987,0.04075,0.03244,0.035453,0.035305,0.010381,0.01382,0.018297,0.022741,0.01931,0.026977,0.015825,0.00372,0.012478
Brazil,BRA,223,Extensive Margin,Index,Annual,0.484508,0.481026,0.473429,0.450626,0.457145,0.451834,0.459665,0.443818,0.42882,0.435196,0.424879,0.415824,0.39834,0.402609,0.399812,0.397429,0.357613,0.332427,0.321293,0.311332,0.284227,0.261609,0.251603,0.275162,0.251403,0.247647,0.203805,0.214702,0.213185,0.184965,0.202331,0.222099,0.221298,0.206681,0.229101,0.243723,0.260473,0.258686,0.270511,0.293669,0.288901,0.276683,0.254703,0.250153,0.249698,0.247791,0.274124,0.286597,0.291443
Barbados,BRB,316,Extensive Margin,Index,Annual,2.8824,2.83135,2.50265,2.13515,2.11182,1.72251,1.48129,1.00762,1.1286,1.03552,1.41698,0.909071,0.649735,0.664203,0.407278,0.459419,0.464571,0.112298,0.138908,0.453975,0.161365,0.023671,0.031591,0.124684,0.144868,0.464635,0.389407,0.334838,0.583955,0.661308,0.331359,0.08733,0.149572,0.131124,0.398793,0.217303,0.199159,0.018727,0.020097,0.430391,0.471551,0.252996,0.140557,0.278655,0.050882,0.019174,-0.007471,-0.008457,0.005474
Central African Republic,CAF,626,Extensive Margin,Index,Annual,2.65356,2.55595,2.62394,2.57145,2.56881,2.47466,2.39887,2.18016,2.44473,2.45245,2.30077,2.02588,2.19625,2.30299,2.33122,2.16884,2.39796,2.43655,2.2927,2.32871,2.38197,1.35548,2.37774,2.41957,2.32455,2.4035,2.25754,2.20501,2.36172,2.28888,2.52333,2.38423,2.30043,2.34002,1.92208,2.18202,2.40556,2.38159,2.41167,2.25207,2.37981,2.32736,2.3204,2.00068,1.89535,2.09208,1.9838,2.22307,2.14333
Canada,CAN,156,Extensive Margin,Index,Annual,0.085122,0.085044,0.082359,0.08305,0.081992,0.083414,0.083245,0.082602,0.083017,0.083272,0.082999,0.083263,0.083127,0.083122,0.082294,0.082395,0.081586,0.08036,0.081764,0.082216,0.082349,0.082224,0.082103,0.08185,0.081621,0.081454,0.081658,0.074954,0.076595,0.076691,0.074594,0.072636,0.071133,0.071993,0.072209,0.072248,0.070551,0.068034,0.064443,0.064825,0.071757,0.067628,0.06687,0.065508,0.068599,0.070917,0.070355,0.072211,0.073405
Switzerland,CHE,146,Extensive Margin,Index,Annual,0.069564,0.069332,0.069173,0.069066,0.069119,0.068995,0.068888,0.068629,0.068502,0.068334,0.06829,0.068852,0.068836,0.067592,0.068245,0.068603,0.068599,0.068373,0.068998,0.067851,0.067956,0.066393,0.067958,0.067838,0.067855,0.067661,0.067337,0.066649,0.066448,0.067483,0.066063,0.066802,0.067232,0.06714,0.067546,0.067776,0.067762,0.068654,0.068004,0.068054,0.068111,0.066275,0.066199,0.066721,0.06728,0.067655,0.067937,0.068408,0.065744
Chile,CHL,228,Extensive Margin,Index,Annual,1.03058,1.02451,1.02196,1.00343,1.00845,0.980065,0.972298,0.96126,0.971312,0.926615,0.944406,0.974299,0.948876,0.858046,0.843187,0.832211,0.825158,0.793119,0.760193,0.81151,0.811616,0.77936,0.76997,0.799808,0.788791,0.77946,0.77833,0.794926,0.776512,0.749722,0.699845,0.667859,0.668989,0.723366,0.688631,0.720089,0.700349,0.694417,0.724113,0.679878,0.683655,0.673963,0.726752,0.73454,0.790957,0.792924,0.741016,0.711047,0.766344
China,CHN,924,Extensive Margin,Index,Annual,0.40227,0.394278,0.389484,0.373692,0.362212,0.372176,0.372393,0.382176,0.376964,0.378844,0.377889,0.365359,0.231738,0.131013,0.152304,0.151816,0.157059,0.111258,0.057251,0.057518,0.04146,0.056478,0.038851,0.020096,0.124654,0.148601,0.183654,0.206158,0.202699,0.233289,0.252034,0.256745,0.246431,0.222569,0.218164,0.210001,0.207793,0.20293,0.183087,0.175503,0.146818,0.11944,0.098266,0.096985,0.096141,0.104308,0.102234,0.105713,0.094361
Cote d'Ivoire,CIV,662,Extensive Margin,Index,Annual,0.957113,0.946948,0.950329,0.945662,0.936018,0.920354,0.924083,0.923745,0.910856,0.895769,0.891852,0.894473,0.870366,0.795356,0.777367,0.78972,0.869465,0.820051,0.824184,0.750385,0.717257,0.677402,0.726743,0.685497,0.832918,0.783867,0.824462,0.760069,0.761328,0.825763,0.807956,0.869123,0.87764,0.786153,0.708502,0.670174,0.753485,0.725291,0.697095,0.755476,0.718837,0.771843,0.664615,0.57386,0.427177,0.391037,0.413145,0.463201,0.534234
Cameroon,CMR,622,Extensive Margin,Index,Annual,1.23925,1.22209,1.2095,1.20353,1.21405,1.20722,1.13252,1.12127,1.13595,1.08721,1.04562,1.04287,1.06277,1.01677,0.924981,1.026,0.995037,0.561494,0.192234,0.017079,0.017241,0.018487,0.016287,0.042534,0.11722,0.050187,0.115802,0.079137,0.051997,0.04953,0.054587,0.104016,0.258356,0.354196,0.24931,0.202874,0.298865,0.231199,0.082258,0.117311,0.107978,0.110947,0.065818,0.071931,0.015803,0.034946,0.026994,0.144604,0.10824
"Congo, Democratic Republic of the",COD,636,Extensive Margin,Index,Annual,1.05972,1.05652,1.04562,1.03502,1.03587,1.0451,1.02228,1.04684,1.04202,1.04789,1.04701,1.01637,1.0311,0.999385,0.852695,1.02662,1.04108,0.990587,0.826944,0.661143,0.483007,0.528663,0.498842,0.469108,0.697049,0.716949,0.721063,0.69128,0.733805,0.718053,0.70785,0.662394,0.772317,0.724375,0.709234,0.646264,0.820423,0.760799,0.570247,0.513069,0.617914,0.692857,0.793177,0.545487,0.757678,0.594373,0.894048,0.538563,0.714228
"Congo, Rep.",COG,634,Extensive Margin,Index,Annual,1.33789,1.23893,1.22513,1.2265,1.2044,0.591411,0.860458,0.671776,0.616003,0.597118,0.575396,0.791717,1.00932,0.907198,0.921098,1.03934,1.24113,1.23082,1.27663,1.2813,1.30909,1.10627,1.10462,1.12491,1.11146,1.1431,1.23107,1.18087,1.13974,1.14697,1.22532,1.03186,1.0099,1.16282,1.23586,1.25724,1.1402,1.11589,1.28404,1.2416,1.24185,1.22861,1.17301,1.20829,1.23772,1.15438,1.11724,1.18758,1.24531
